step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2597,3,44695848,23.856,3.140,65.859,8.236,57.251,1.390,70.013,6.911,140.404,181.424
1,0,2729,2593,3,44695848,24.683,3.072,148.388,148.043,140.639,1.349,69.529,8.255,222.339,265.077
2,0,2729,2602,3,44695848,2.660,3.170,65.150,7.739,57.226,1.330,70.583,6.969,140.235,159.929
3,0,2729,2593,3,44695848,2.656,3.018,409.076,408.772,403.532,1.341,68.662,9.159,482.099,503.176
4,0,2729,2589,3,44695848,2.793,3.027,5364.147,5363.799,5356.492,1.559,71.610,8.180,5440.346,5461.151
5,0,2729,2594,3,44695848,23.623,3.040,172.298,172.027,164.311,1.424,73.007,6.881,249.772,289.856
6,0,2729,2584,3,44695848,2.645,3.115,5132.621,5132.318,5124.689,1.450,46.606,3.152,5183.795,5194.788
7,0,2729,2599,3,44695848,2.713,3.059,65.445,7.991,57.307,1.353,71.266,8.929,141.125,163.308
8,0,2729,2588,3,44695848,24.672,3.416,5065.103,5001.926,5057.113,1.749,71.883,6.645,5142.153,5183.099
9,0,2729,2593,3,44695848,2.645,3.074,188.070,187.798,180.023,1.330,71.497,9.939,263.973,286.821
10,0,2729,2576,3,44695848,7.125,3.503,5198.841,5198.488,5193.335,1.800,69.526,8.415,5273.672,5299.068
11,0,2729,2594,3,44695848,23.780,3.044,217.624,217.293,211.180,1.373,70.193,8.120,292.236,334.270
12,0,2729,2593,3,44695848,2.658,3.078,388.579,388.265,380.773,1.297,69.819,8.544,462.775,484.241
13,0,2729,2581,3,44695848,24.768,3.028,5466.821,5466.441,5460.347,1.779,70.753,6.873,5542.384,5583.997
14,0,2729,2593,3,44695848,2.650,3.032,312.884,312.551,305.152,1.448,18.984,2.867,336.351,347.103
15,0,2729,2582,3,44695848,2.653,3.064,5257.943,5257.631,5249.822,1.508,68.647,8.995,5331.163,5352.765
16,0,2729,2581,3,44695848,2.664,3.100,5433.451,5433.138,5425.620,1.730,44.834,2.800,5483.117,5493.466
17,0,2729,2586,3,44695848,24.345,3.068,5488.524,5488.143,5480.341,1.446,68.611,8.059,5561.652,5603.817
18,0,2729,2593,3,44695848,2.647,2.976,589.836,589.482,582.042,1.397,45.652,2.766,639.862,650.492
19,0,2729,2593,3,44695848,2.686,3.048,639.235,638.916,633.087,1.323,68.508,9.247,712.116,733.945
20,0,2729,2591,3,44695848,2.685,3.021,5583.633,5583.292,5576.002,1.535,44.474,2.841,5632.665,5643.070
21,0,2729,2593,3,44695848,2.782,3.181,495.059,494.705,487.194,1.699,45.685,2.847,545.626,556.389
22,0,2729,2593,3,44695848,2.676,3.090,586.007,585.638,578.247,1.303,44.674,2.739,635.075,645.468
23,0,2729,2585,3,44695848,2.680,3.116,5721.914,5721.550,5714.029,1.344,15.029,2.748,5741.405,5751.761
24,0,2729,2568,3,44695848,2.665,3.021,5209.171,5208.860,5201.186,1.744,18.365,2.724,5232.303,5242.821
25,0,2729,2579,3,44695848,2.691,3.063,5347.578,5347.301,5339.668,1.352,68.421,9.112,5420.416,5441.762
26,0,2729,2594,3,44695848,2.678,3.118,425.301,425.007,417.231,1.292,69.239,8.370,498.952,520.713
27,0,2729,2593,3,44695848,25.060,3.049,408.669,408.375,400.645,1.351,70.333,8.376,483.404,527.319
28,0,2729,2567,3,44695848,2.634,3.080,5225.122,5224.787,5217.337,1.581,45.224,2.822,5275.010,5285.684
29,0,2729,2582,3,44695848,23.423,2.990,5158.007,5157.643,5150.075,1.341,70.146,8.228,5232.485,5274.718
30,0,2729,2577,3,44695848,2.635,3.067,5434.517,5434.146,5426.719,1.657,69.119,8.373,5508.361,5529.019
31,0,2729,2594,3,44695848,23.691,3.096,383.538,383.234,375.639,1.464,69.824,8.055,457.924,499.863
32,0,2729,2586,3,44695848,2.628,3.028,5446.215,5445.890,5438.118,1.568,69.084,8.239,5519.898,5540.436
33,0,2729,2590,3,44695848,24.020,3.047,5295.020,5294.670,5287.031,1.512,70.705,6.976,5370.287,5411.134
34,0,2729,2608,3,44695848,24.687,3.080,64.454,34.702,59.020,1.849,69.972,6.977,139.358,180.821
35,0,2729,2572,3,44695848,24.118,3.359,5065.242,5002.738,5057.397,1.773,70.080,6.895,5140.457,5180.893
36,0,2729,2580,3,44695848,2.654,3.014,5213.000,5212.632,5206.498,1.706,70.717,8.451,5288.440,5310.277
37,0,2729,2593,3,44695848,23.512,3.091,254.112,253.798,246.233,1.451,69.630,8.286,328.286,370.008
38,0,2729,2585,3,44695848,2.623,3.158,5256.731,5256.394,5248.846,1.530,45.992,2.794,5307.413,5318.076
39,0,2729,2578,3,44695848,2.626,3.059,5280.034,5279.736,5272.143,1.346,45.803,2.734,5330.244,5340.799
40,0,2729,2603,3,44695848,24.256,3.101,63.534,7.604,55.802,1.373,68.962,6.737,136.972,177.545
41,0,2729,2588,3,44695848,2.672,3.074,5263.767,5263.438,5256.058,1.643,45.942,2.779,5314.429,5324.810
42,0,2729,2583,3,44695848,2.662,3.084,5263.442,5263.079,5257.938,1.668,70.118,8.327,5338.315,5359.768
43,0,2729,2593,3,44695848,2.761,3.131,276.914,276.552,268.764,1.419,69.167,9.454,350.633,372.991
44,0,2729,2594,3,44695848,24.278,3.128,64.917,7.701,56.893,1.326,68.602,6.779,137.974,178.623
45,0,2729,2597,3,44695848,24.359,3.038,64.478,7.354,56.780,1.341,70.438,6.967,139.297,180.670
46,0,2729,2586,3,44695848,24.300,3.440,5064.349,5002.126,5057.880,1.451,69.252,6.978,5138.494,5179.191
47,0,2729,2596,3,44695848,24.325,3.062,65.674,7.690,57.851,1.357,69.702,6.972,139.796,181.115
48,0,2729,2572,3,44695848,24.230,3.434,5064.398,5002.762,5056.639,1.840,69.195,6.739,5138.869,5179.267
49,0,2729,2584,3,44695848,24.212,3.039,5064.525,5003.463,5056.862,1.784,69.255,6.855,5138.605,5179.782
